"1";"BGA";"BGA100C100P10X10_1100X1100X140";"mm";"EXPERIMENTAL";"11";"11";"1.4";"0";"100";"10";"10";"UPPER_LEFT";"1";"1";"0";"0";;"0";"0";"0.4";"0";"0";"ROUND";"0";"0";"0";"1";"1";"11";"11";"0.2";"1";"13";"13";"0.05";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
"2";"BGA";"BGA100C100P10X10_1100X1100X170";"mm";"EXPERIMENTAL";"11";"11";"1.7";"0";"100";"10";"10";"UPPER_LEFT";"1";"1";"0";"0";;"0";"0";"0.4";"0";"0";"ROUND";"0";"0";"0";"1";"1";"11";"11";"0.2";"1";"13";"13";"0.05";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"package is also known as JEDEC MO-192AAC-1";
"3";"BGA";"BGA100C100P10X10_1100X1100X170A";"mm";"EXPERIMENTAL";"11";"11";"1.7";"0";"100";"10";"10";"UPPER_LEFT";"1";"1";"0";"0";;"0";"0";"0.45";"0";"0";"ROUND";"1";"0";"0";"1";"1";"11";"11";"0.2";"1";"13";"13";"0.05";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
"4";"BGA";"BGA100C100P10X10_1100X1100X200";"mm";"EXPERIMENTAL";"11";"11";"2";"0";"100";"10";"10";"UPPER_LEFT";"1";"1";"0";"0";;"0";"0";"0.4";"0";"0";"ROUND";"0";"0";"0";"1";"1";"11";"11";"0.2";"1";"13";"13";"0.05";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
"5";"BGA";"BGA100C50P10X10_600X600X110";"mm";"EXPERIMENTAL";"6";"6";"1.1";"0";"100";"10";"10";"UPPER_LEFT";"0.5";"0.5";"0";"0";;"0";"0";"0.25";"0";"0";"ROUND";"0";"0";"0";"1";"1";"6";"6";"0.2";"1";"8";"8";"0.05";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"package is also known as JEDEC MO-195";
"6";"BGA";"BGA100C50P11X11_600X600X100";"mm";"EXPERIMENTAL";"6";"6";"1";"0";"100";"11";"11";"UPPER_LEFT";"0.5";"0.5";"0";"0";"A1,A6,A11,D5,D6,D7,E4,E8,F1,F4,F6,F8,F11,G4,G8,H5,H6,H7,L1,L6,L11";"21";"0";"0.25";"0";"0";"ROUND";"0";"0";"0";"1";"1";"6";"6";"0.2";"1";"8";"8";"0.05";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"package is also known as JEDEC MO-225";
"7";"BGA";"BGA100C50P14X14_800X800X120";"mm";"EXPERIMENTAL";"8";"8";"1.2";"0";"100";"14";"14";"UPPER_LEFT";"0.5";"0.5";"0";"0";"C3,C4,C5,C6,C7,C9,C10,C11,C12,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G4,G5,G6,G7,G8,G9,G10,G11,G12,H3,H4,H5,H6,H7,H8,H9,H10,H11,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,M3,M4,M5,M6,M8,M9,M10,M11,M12";"96";"0";"0.25";"0";"0";"ROUND";"0";"0";"0";"1";"1";"8";"8";"0.2";"1";"10";"10";"0.05";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";;
"8";"BGA";"BGA100C50P14X14_800X800X135";"mm";"EXPERIMENTAL";"8";"8";"1.35";"0";"100";"14";"14";"UPPER_LEFT";"0.5";"0.5";"0";"0";"C4,C5,C6,C7,C8,C9,C10,C11,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,M4,M5,M6,M7,M8,M9,M10,M11";"96";"0";"0.25";"0";"0";"ROUND";"0";"0";"0";"1";"1";"8";"8";"0.2";"1";"10";"10";"0.05";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";;
"9";"BGA";"BGA100C50P15X15_1000X1000X120";"mm";"EXPERIMENTAL";"10";"10";"1.2";"0";"100";"15";"15";"UPPER_LEFT";"0.5";"0.5";"0";"0";"B2,B14,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,K13,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,P2,P14,";"125";"0";"0.25";"0";"0";"ROUND";"0";"0";"0";"1";"1";"10";"10";"0.2";"1";"12";"12";"0.05";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";;
"10";"BGA";"BGA100C65P10X10_800X800X140";"mm";"EXPERIMENTAL";"8";"8";"1.4";"0";"100";"10";"10";"UPPER_LEFT";"0.65";"0.65";"0";"0";;"0";"0";"0.35";"0";"0";"ROUND";"0";"0";"0";"1";"1";"8";"8";"0.2";"1";"10";"10";"0.05";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";;
